Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
10/27/22 21:30,DUGSPUR,VA,USA,Delta,About 1 minute,South bound. Three red lights in line in center of craft. One was followed closely behind the other. Dogs barked when light fell from,12/22/22,
10/27/22 21:30,Lexington,KY,USA,Formation,5 minutes,My dog was barking to go outside and when I turned around there were a massive formation of hovering lights.,12/22/22,
10/27/22 21:27,Tunkhannock,PA,USA,Chevron,1 minute,Thought it was iss at first.,12/22/22,
10/27/22 21:04,Baltimore,MD,USA,Chevron,20 minutes,"Shapes flying in rows of threes and sixes. In a V shape three per side. Speed of helicopter, no flashing lights no sound",12/22/22,
10/27/22 20:34,Anniston,AL,USA,Formation,20 seconds,Red orbs that made a V,12/22/22,
10/27/22 20:05,Dixon,MO,USA,Light,7 seconds,Looking at the big dipper a light was traveling very slow then it got super bright and zoomed across the big dipper heading north,12/22/22,
10/27/22 19:20,Cortez,CO,USA,Cylinder,30-60 second s,I stepped out of my hotel room and this enormous light I would say the size of a full moon was lighting up the . I was able to take a p,12/22/22,Yes
10/27/22 19:10,Brewerton,NY,USA,Cigar,5-10 mins,Out for my even walk and saw a long shaped craft moving very slowly and hovering near Oneida Lake,12/22/22,
10/27/22 19:09,Near San Diego,CA,USA,Triangle,Few seconds,Pulsating triangle,12/22/22,
10/27/22 19:08,Apex,NC,USA,Circle,several minutes,"Large floating and moving slowly above the tree line, lights arranged in an hexagon or circle, seemed solid but was dark out.",12/22/22,
10/27/22 18:43,Hamilton,MO,USA,Cylinder,2 minutes,Observed a bright white object on our deer hunting camera. No lights should be there. Possibly over pond or on pond damn,12/22/22,Yes
10/27/22 18:25,Tucson,AZ,USA,Other,10 minutes,A big white light moving fast with an Aurora around it and disappearing into thin air,12/22/22,
10/27/22 18:21,Safford,AZ,USA,Other,About a minute,4 objects in close association with a Falcon 9 rocket that do not look like Star Link satellites. ((NUFORC Note: Seagulls?? PD)),12/22/22,Yes
10/27/22 18:20,Tucson,AZ,USA,Unknown,3-4 minutes going south,It looked like a missile or space junk burning up and going south.,12/22/22,Yes
10/27/22 18:20,San Bernardino,CA,USA,Changing,Approx. Five minutes,Comet-like object,12/22/22,
10/27/22 18:20,Sierra vista,AZ,USA,Other,5 to 10 minutes,Last seen heading south. ((NUFORC Note: Rocket launch?? PD)),12/22/22,Yes
10/27/22 18:20,Las vegas,NV,USA,Circle,About 5 minutes,Flight time of 5 minute visual with 37 sec video capture,12/22/22,
10/27/22 18:19,Kingman,AZ,USA,Fireball,Aprox 5 minutes,VERY slow moving fireball with comet-like tail streaking SE and changing directions several times,12/22/22,
10/27/22 18:18,Tucson,AZ,USA,Light,5 min approx,"Bright light, looked like spraying light out of it and to the sides",12/22/22,
10/27/22 18:18,Douglas,AZ,USA,Cone,10 minutes,"Cone shapped, extremely bright white lighted opject moving SE with a contrail",12/22/22,Yes
10/27/22 17:41,Gainsborough,Lincolnshire,United Kingdom,Triangle,43 minutes,Black smoke object then bright flashing light with orange and red lights,12/22/22,
10/27/22 17:38,New York,NY,USA,Formation,10 min,Formation of lights,12/22/22,
10/27/22 17:00,Holyoke or Springfield,MA,USA,Other,5 seconds (driving),"Looked flat, cruising at low altitude on horizon and appeared to drop a triangle structure.",12/22/22,
10/27/22 15:15,portland,TN,USA,Changing,30 seconds,huge black morphing diamond shape no lights,12/22/22,
10/27/22 11:46,State College,PA,USA,Other,About 30 seconds,"Bright white dot or orb over State College, PA",12/22/22,Yes
10/27/22 08:55,Pensacola,FL,USA,Rectangle,About 2 minutes,3 light craft with a translucent exterior that vanishes,12/22/22,
10/27/22 07:29,Raleigh,,USA,Cigar,1-3 minutes,6 craft all having 1 green light. 2 stopped in the air then sped up rapidly and passed the other 4. Fireball then everything gone.,12/22/22,
10/27/22 06:30,,NJ,USA,Sphere,About 2-3 minutes,"While on my back porch with my brother, we noticed a bright orb high over the trees surrounding the property.",12/22/22,
10/27/22 05:34,Melbourne Beach,FL,USA,Oval,4 - 5 seconds,glowing orblike object spinning passed east to sw,12/22/22,
10/27/22 04:58,Northern Myrtle Beach,SC,USA,Cigar,saw it for approx 10 min,I thought it was a bright star until it moved sideways and forward very quickly,12/22/22,Yes
10/27/22 02:08,Stanford,KY,USA,Circle,2 minutes,Flashing round light leaves trail in sky,12/22/22,
10/27/22 02:05,"Navsari, Village - Kangwai",Gujarat,India,Circle,2 hour + hovering,Circular object hovering on top of my village located in a very rural area.,12/22/22,
10/27/22 02:00,Oxford,MI,USA,Circle,1 hr,((HOAX)) UFO+Airplane+Bodies hanging off UFO. ((NUFORC Note: One of several hoaxed reports from same source. PD)),12/22/22,Yes
10/27/22 01:00,Buffalo,MN,USA,Unknown,10 seconds,Light moving from left to right,12/22/22,
10/26/22 23:51,Oshkosh,WI,USA,Light,1 sec,Orb or UAP moving fast,12/22/22,
10/26/22 21:00,Fiddletown,CA,USA,Circle,2-3 seconds,In my front yard a small close or big and far light went zipping across the sky,12/22/22,
10/26/22 18:31,new britain,CT,USA,Sphere,2-5 seconds,3-5 seconds white bright sphere at low altitude linear flight path moving a high rate of speed flashed to double its size and disappear,12/22/22,
10/26/22 18:23,Ansonia,CO,USA,Disk,60 seconds,"I saw a flash of light, turned my head in the direction that I had seen the flash and I saw a bright green disk drop from the sky",12/22/22,
10/26/22 14:35,Mary Esther,FL,USA,Changing,7 minutes,"I thought it was a flock of birds, but it disappeared and then reappeared",12/22/22,Yes
10/26/22 11:55,west palm beach,FL,USA,Oval,30 seconds,"I captured multiple UAP, at least one of which is traveling at non-human speed.",12/22/22,
10/26/22 07:45,Tulsa,OK,USA,Circle,2 minutes,"In horizon there was a circular object no lights just hovering, and then just disappear.",12/22/22,
10/26/22 06:57,St louis,MO,USA,Unknown,3 seconds,"What i thought was a plane, took off like a rocket leaving green streaks",12/22/22,
10/26/22 06:56,Lafayette,LA,USA,Changing,2 seconds,"A large rectangular object glowing bright white breaking up in the Northeast sky at 25 degrees at 6:56am, in Lafayette, LA- ON 10/26/22",12/22/22,
10/26/22 06:55,Semmes,AL,USA,Light,10 to 20 seconds,I was stopped in traffic and saw a bright white light in the sky. It made a circle and then a straight line and disappeared.,12/22/22,
10/26/22 05:59,Henderson,NV,USA,Oval,Until sunrise,Lights appearing southbound from Lake Mead Blvd,12/22/22,Yes
10/26/22 03:30,Marietta,OH,USA,Other,"6 minutes, approximate",Heard the sound outside. Picture of something in the window. Missing time.,12/22/22,Yes
10/25/22 22:20,Statesboro,GA,USA,Triangle,2-3 minutes,Witnessed enormous football sized aircraft craft overhead.,12/22/22,
10/25/22 22:10,Memphis,TN,USA,Changing,10 minutes,A grouping of lights in a triangular pattern moving through the sky,12/22/22,Yes
10/25/22 21:45,Yucca Valley,CA,USA,Fireball,"10 minutes, 2 appearances","9:45 PM can see two glowing orange orbs above a mountain. They disappeared, then they reappeared and disappeared.",12/22/22,
10/25/22 20:30,Coconut Creek,FL,USA,Other,2 seconds,"Quick, horizontal-moving flying object started flying even faster and then vanished in an instant.",12/22/22,
10/25/22 20:11,Fairhope,AL,USA,Rectangle,3 minutes,Large bright stationary object - then disappeared.,12/22/22,Yes
10/25/22 19:03,Buffalo,NY,USA,Triangle,6 seconds,"Super fast triangle shaped craft, no noise, a white light on each corner, moved from direct 90 degrees above to horizon in 6 seconds",12/22/22,
10/25/22 18:40,Johannesburg,,South Africa,Light,For a few sec before it d,"A star that appeared and disappeared in seconds, and the other one was on the south.",12/22/22,
10/25/22 16:22,Barstow,CA,USA,Circle,10 min,Starbuck island on Google earth there is what looks like a crashed craft at one end of island leaving a scar on the ground leading up t,12/22/22,
10/25/22 15:59,Porter county,IN,USA,Changing,Every where i go,((NFORC Note: HOAX?? PD))Every where I go,12/22/22,
10/25/22 14:00,Portland,OR,USA,Triangle,15-20 min,A leaf was doing gymnastics that seemed to defy any reality I know.,12/22/22,
10/25/22 05:50,Georgetown,TX,USA,Light,Maybe a minute,Bright light high in atmosphere shot across the sky on a straight trajectory faster than anything I've ever seen,12/22/22,
10/25/22 05:20,Myrtle Beach,SC,USA,Triangle,15 to 20 seconds,Triangle w 3 lights moved as one huge object.,12/22/22,
10/25/22 04:06,Ocean Shores,WA,USA,Sphere,15 min.,White/blue sparkling lights,12/22/22,
10/25/22 03:05,Stanford,KY,USA,Circle,10 min including 2 camera,Refer to video,12/22/22,
10/25/22 03:05,Stanford,KY,USA,Circle,5 mins,Via security camera,12/22/22,
10/25/22 02:00,Oxford,MI,USA,Unknown,Minutes,((NUFORC Note: HOAX?? PD)) Very light white ufos showing out of no where& Blue Alien,12/22/22,Yes
10/25/22 01:47,Shawnee,KS,USA,Circle,1m 52sec,Seen a bright perfectly circular pulsating object in the sky disappearing and reappearing,12/22/22,Yes
10/25/22 01:00,Cape Coral,FL,USA,Changing,Until 4:445 AM,Looking outside at the stars when I noticed one of the stars was flashing colors. I zoomed in on my phone and was able to see,12/22/22,Yes
10/24/22 23:50,Leamington Spa,,United Kingdom,Fireball,approx 1 minute,"Orange fireball travelling from South to North at speed, no sound",12/22/22,
10/24/22 22:45,Port Richey,FL,USA,Light,2 seconds,"I saw a very faint streak of light stream across the sky, it changed direction from north to south, to southwest through path.",12/22/22,
10/24/22 21:24,Miami,FL,USA,Sphere,30sec to 1min,White glowing orb. Moves quickly and does dark. Not visible,12/22/22,Yes
10/24/22 21:03,Erie,PA,USA,Triangle,About 2 seconds.,Lights moving across the sky.,12/22/22,
10/24/22 20:45,Niagara Falls,NY,USA,Circle,now had been 45 minutes,"A very bright white round white was stationary in the sky, with a red light orbiting it",12/22/22,
10/24/22 19:23,Fontana,CA,USA,Oval,About 4 -5 seconds,Looked up saw oval object appear on fire fell from the sky downward into the mountain area north of Duncan cyn & 15 fwy,12/22/22,Yes
10/24/22 19:03,LAKE HAVASU CITY,CA,USA,Light,5 minutes,Blinking Lights following Each other,12/22/22,
10/24/22 16:22,Yantai,Shandong,China,Unknown,"30min,3total",3 Unknown no direction thing cross the sky,12/22/22,Yes
10/24/22 07:00,Cincinnati,OH,USA,Circle,3 minutes,I was taking time lapses of sunrise when I notice a bright light come out of one cloud and float to another,12/22/22,Yes
10/24/22 06:52,Holmesville,OH,USA,Triangle,2 Minutes,Triangle shaped object moving steadily across sky,12/22/22,
10/24/22 02:02,Bakersfield,CA,USA,Changing,2 hours -8 hours,Yellow orange color changing shape changing object.,12/22/22,Yes
10/24/22 02:00,Oxford,,USA,Circle,2 min,((Hoax?)) Dark behind the cloud,12/22/22,
10/24/22 01:13,Morristown,TN,USA,Light,,"Blinking and hovering light. Flashes green, red, and white. No sound.",12/22/22,Yes
10/23/22 23:42,Garfield Hts,OH,USA,Unknown,25 minutes and county,"Three in vertical line,two on horizontal ends flickering",12/22/22,
10/23/22 23:17,Raleigh,,,Triangle,2 minutes,Rounded triangle UFO moving very quick,12/22/22,
10/23/22 22:30,Lexington,SC,USA,Disk,5-8 Minutes,I was burned by UFO after jokingly trying to communicate with 1 of several crafts that were flying in the sky.,12/22/22,Yes
10/23/22 21:44,Canterbury,United Kingdom,United Kingdom,Circle,2-3 mins,Circle red colour,12/22/22,
10/23/22 21:39,Abiqui,NM,USA,Circle,1 hour,I have been seeing these crafts daily it almost feels like they are following me,12/22/22,Yes
10/23/22 20:30,Mount Vernon,OH,USA,Triangle,I filmed for 3 1/2 minute,"I filmed the object for 3 1/2 minutes, until it went straight up, and disappeared.",12/22/22,Yes
10/23/22 20:15,MARIANO ROQUE ALONSO,Central Department,Paraguay,Triangle,10 a 20 segundos,Objeto de gran tamaño en forma triangular,12/22/22,
10/23/22 20:01,Waterford,WI,USA,Light,6 seconds,I saw a rectangular circle like white light with a blue like hue to it above me. It went from being this square/circle like shape,12/22/22,
10/23/22 19:10,Arroyo Grande,CA,USA,Triangle,I think around a minute,Triangle of lights flashing red and green. It didnt look like the airplanes I normally see - the triangle had more points of light,12/22/22,
10/23/22 19:00,Columbus,OH,USA,Unknown,1-2 min,Bright sphere at night,12/22/22,
10/23/22 15:02,Thane,Maharashtra,India,Triangle,30 seconds,"It was like a triangular craft but with evident curves, metallic object and the sunlight was reflecting off it or I couldn't have seen",12/22/22,
10/23/22 14:30,Essex Junction,VT,USA,Other,1.04 Seconds,Was flying my FPV drone and this object passes in front of me.,12/22/22,Yes
10/23/22 12:27,Tonto Basin,AZ,USA,Other,Unknown,"Odd object just North of Tonto Basin, AZ",12/22/22,Yes
10/23/22 03:00,Magalia,CA,USA,Sphere,Approx 20 mins,I woke around 3am to a humming noise and thinking it was daytime,12/22/22,
10/22/22 22:50,Oro Valley,AZ,USA,Changing,10 minutes,My mom and I saw the sky move.,12/22/22,
10/22/22 22:11,Brooklyn,NY,USA,Changing,Appropriately 35 seconds,Two UFOs seen. HD Video taken with iphone 11,12/22/22,Yes
10/22/22 21:54,Everett,WA,USA,Disk,It was fast so 10 seconds,It was lit up a huge saucer flying south in the sky at the speed of light and flashing,12/22/22,
10/22/22 21:48,Pekin,IL,USA,Sphere,2-3 Seconds,The Orb/Sphere randomly appeared out of nowhere around mid sky. The craft hovered for about 2 seconds and then shot towards the ground.,12/22/22,
10/22/22 21:36,Houston,TX,USA,Oval,15 seconds,"A brown beetle shaped craft flew over Harris County Texas under cloud cover on the first night of Jupiter's shining, October 22, 2022.",12/22/22,
10/22/22 21:15,Yakima,WA,USA,Unknown,At least 75 minutes,Looked like a bright twinkling star. Eraditic and abrupt change in speed with sharp right angle turns like the letter L.,12/22/22,
10/22/22 20:00,Jonesboro,AR,USA,Triangle,20 sec,Saw three lights in a triangle shape about 80 over a house not moving.,12/22/22,
10/22/22 20:00,Naples,FL,USA,Circle,30-45 seconds max,"I thought it was a satellite, but far too close, too fast, and no actual craft seen-it was like a moving star that was moving fast",12/22/22,
10/22/22 19:39,Westland,MI,USA,Circle,About a monite,I captured it on my ring cam it could be a drone but it looked odd shaped not saying it's an ufo but I couldn't make out what it was,12/22/22,Yes
10/22/22 19:30,Arlington,TX,USA,Unknown,15 seconds,Green and white lights in the sky in a dark neighborhood.,12/22/22,Yes
10/22/22 18:18,Murfreesboro,TN,USA,Light,Filmed 40 seconds,Seen again a spinning white light over temple,12/22/22,
10/22/22 12:15,marina del rey los angeles,CA,USA,Sphere,4 seconds,oraange flew with blackhawk over jettys rock in marina del rey los angeles at 1215pm,12/22/22,Yes
10/22/22 09:20,HARTSVILLE,SC,USA,Cylinder,A few minutes,"We could see a bright cylinder shaped object through the trees, a minute after this a jet could be seen flying over...",12/22/22,Yes
10/22/22 07:51,Chadwick,IL,USA,Cylinder,3min,Early morning sighting,12/22/22,Yes
10/22/22 06:22,Berwyn,IL,USA,Changing,2 minutes,Clear morning night sky,12/22/22,
10/22/22 01:30,St George,UT,USA,Light,Over 30 minutes. Months,3 sets of 2. Another showed up followed by streaking light.,12/22/22,
10/22/22 01:15,Saint Louis,MO,USA,Changing,Over 2 hours,Multiple objects observed over several hours,12/22/22,Yes
10/22/22 00:58,Lakewood,CO,USA,Sphere,7 Years,4 Ships going from West to East,12/22/22,
10/22/22 00:53,Grandview,MO,USA,Chevron,10 seconds,I have documented witnessing this aircraft before with Missouri MUFON. I have seen this before a few times. It's the TR6 TELOS.. PLEASE,12/22/22,
